log	pdb	match	log_id	pdb_id
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane.pdb	ok	InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)	InChI=1S/C8HF15O2/c9-2(10,1(24)25)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)23/h(H,24,25)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane_alpha_prod_prod_ene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane_alpha_prod_prod_ene.pdb	ok	InChI=1S/C7F14/c8-1(2(9)10)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)21	InChI=1S/C7F14/c8-1(2(9)10)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)21
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane_c4_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane_c4_rad.pdb	mismatch	InChI=1S/C4F9/c5-1(6)2(7,8)3(9,10)4(11,12)13	InChI=1S/C4HF9/c5-1(6)2(7,8)3(9,10)4(11,12)13/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane_c7_carbene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane_c7_carbene.pdb	mismatch	InChI=1S/C7F14/c8-1-2(9,10)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)21	InChI=1S/C7H2F14/c8-1-2(9,10)3(11,12)4(13,14)5(15,16)6(17,18)7(19,20)21/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane_c7_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane_c7_rad.pdb	mismatch	InChI=1S/C7F15/c8-1(9)2(10,11)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)22	InChI=1S/C7HF15/c8-1(9)2(10,11)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)22/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_octane_c8_rad.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_octane_c8_rad.pdb	mismatch	InChI=1S/C8F17/c9-1(10)2(11,12)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25	InChI=1S/C8HF17/c9-1(10)2(11,12)3(13,14)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_pentane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_pentane.pdb	ok	InChI=1S/C5HF9O2/c6-2(7,1(15)16)3(8,9)4(10,11)5(12,13)14/h(H,15,16)	InChI=1S/C5HF9O2/c6-2(7,1(15)16)3(8,9)4(10,11)5(12,13)14/h(H,15,16)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_propane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_propane.pdb	ok	InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)	InChI=1S/C3HF5O2/c4-2(5,1(9)10)3(6,7)8/h(H,9,10)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/1_propyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/1_propyl.pdb	mismatch	InChI=1S/C3F7/c4-1(5)2(6,7)3(8,9)10	InChI=1S/C3HF7/c4-1(5)2(6,7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/21_propene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/21_propene.pdb	ok	InChI=1S/C3H2F4/c1-2(4)3(5,6)7/h1H2	InChI=1S/C3H2F4/c1-2(4)3(5,6)7/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/22_butene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/22_butene.pdb	ok	InChI=1S/C4H3F5/c1-2-3(5,6)4(7,8)9/h2H,1H2	InChI=1S/C4H3F5/c1-2-3(5,6)4(7,8)9/h2H,1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/22_fts.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/22_fts.pdb	mismatch	InChI=1S/C4H5F5O3S/c5-3(6,4(7,8)9)1-2-13(10,11)12/h10H,1-2H2	InChI=1S/C4H7F5O3S/c5-3(6,4(7,8)9)1-2-13(10,11)12/h10-12H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/22_ftsa.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/22_ftsa.pdb	ok	InChI=1S/C4H6F5NO2S/c5-3(6,4(7,8)9)1-2-13(10,11)12/h1-2H2,(H2,10,11,12)	InChI=1S/C4H6F5NO2S/c5-3(6,4(7,8)9)1-2-13(10,11)12/h1-2H2,(H2,10,11,12)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/22ftoh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/22ftoh.pdb	ok	InChI=1S/C4H5F5O/c5-3(6,1-2-10)4(7,8)9/h10H,1-2H2	InChI=1S/C4H5F5O/c5-3(6,1-2-10)4(7,8)9/h10H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/22rh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/22rh.pdb	ok	InChI=1S/C4H5F5/c1-2-3(5,6)4(7,8)9/h2H2,1H3	InChI=1S/C4H5F5/c1-2-3(5,6)4(7,8)9/h2H2,1H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/23_ftca.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/23_ftca.pdb	ok	InChI=1S/C5H5F5O2/c6-4(7,5(8,9)10)2-1-3(11)12/h1-2H2,(H,11,12)	InChI=1S/C5H5F5O2/c6-4(7,5(8,9)10)2-1-3(11)12/h1-2H2,(H,11,12)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2Hbutane.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2Hbutane.pdb	ok	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m0/s1	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_butene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_butene.pdb	ok	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_butene_ip.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_butene_ip.pdb	ok	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_butyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_butyl.pdb	mismatch	InChI=1S/C4F9/c5-1(3(8,9)10)2(6,7)4(11,12)13	InChI=1S/C4HF9/c5-1(3(8,9)10)2(6,7)4(11,12)13/h1H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_heptene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_heptene.pdb	ok	InChI=1S/C7F14/c8-1(2(9)4(12,13)14)3(10,11)5(15,16)6(17,18)7(19,20)21/b2-1+	InChI=1S/C7F14/c8-1(2(9)4(12,13)14)3(10,11)5(15,16)6(17,18)7(19,20)21/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_hexene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_hexene.pdb	ok	InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18/b2-1+	InChI=1S/C6F12/c7-1(2(8)4(11,12)13)3(9,10)5(14,15)6(16,17)18/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_hexyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_hexyl.pdb	mismatch	InChI=1S/C6F13/c7-1(3(10,11)12)2(8,9)4(13,14)5(15,16)6(17,18)19	InChI=1S/C6HF13/c7-1(3(10,11)12)2(8,9)4(13,14)5(15,16)6(17,18)19/h1H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_octene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_octene.pdb	ok	InChI=1S/C8F16/c9-1(2(10)4(13,14)15)3(11,12)5(16,17)6(18,19)7(20,21)8(22,23)24/b2-1+	InChI=1S/C8F16/c9-1(2(10)4(13,14)15)3(11,12)5(16,17)6(18,19)7(20,21)8(22,23)24/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_octyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_octyl.pdb	mismatch	InChI=1S/C8F17/c9-1(3(12,13)14)2(10,11)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25	InChI=1S/C8HF17/c9-1(3(12,13)14)2(10,11)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)25/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_pentene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_pentene.pdb	ok	InChI=1S/C5F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/b2-1+	InChI=1S/C5F10/c6-1(2(7)4(10,11)12)3(8,9)5(13,14)15/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_pentyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_pentyl.pdb	mismatch	InChI=1S/C5F11/c6-1(3(9,10)11)2(7,8)4(12,13)5(14,15)16	InChI=1S/C5HF11/c6-1(3(9,10)11)2(7,8)4(12,13)5(14,15)16/h1H/t1-/m1/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2_propyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2_propyl.pdb	mismatch	InChI=1S/C3F7/c4-1(2(5,6)7)3(8,9)10	InChI=1S/C3HF7/c4-1(2(5,6)7)3(8,9)10/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/2butene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/2butene.pdb	ok	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+	InChI=1S/C4F8/c5-1(3(7,8)9)2(6)4(10,11)12/b2-1+
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/31_butene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/31_butene.pdb	ok	InChI=1S/C4H2F6/c1-2(5)3(6,7)4(8,9)10/h1H2	InChI=1S/C4H2F6/c1-2(5)3(6,7)4(8,9)10/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/32_fts.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/32_fts.pdb	mismatch	InChI=1S/C5H5F7O3S/c6-3(7,1-2-16(13,14)15)4(8,9)5(10,11)12/h13H,1-2H2	InChI=1S/C5H7F7O3S/c6-3(7,1-2-16(13,14)15)4(8,9)5(10,11)12/h13-15H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/32_ftsa.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/32_ftsa.pdb	ok	InChI=1S/C5H6F7NO2S/c6-3(7,1-2-16(13,14)15)4(8,9)5(10,11)12/h1-2H2,(H2,13,14,15)	InChI=1S/C5H6F7NO2S/c6-3(7,1-2-16(13,14)15)4(8,9)5(10,11)12/h1-2H2,(H2,13,14,15)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/32_pentene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/32_pentene.pdb	ok	InChI=1S/C5H3F7/c1-2-3(6,7)4(8,9)5(10,11)12/h2H,1H2	InChI=1S/C5H3F7/c1-2-3(6,7)4(8,9)5(10,11)12/h2H,1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/32ftoh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/32ftoh.pdb	ok	InChI=1S/C5H5F7O/c6-3(7,1-2-13)4(8,9)5(10,11)12/h13H,1-2H2	InChI=1S/C5H5F7O/c6-3(7,1-2-13)4(8,9)5(10,11)12/h13H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/32rh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/32rh.pdb	ok	InChI=1S/C5H5F7/c1-2-3(6,7)4(8,9)5(10,11)12/h2H2,1H3	InChI=1S/C5H5F7/c1-2-3(6,7)4(8,9)5(10,11)12/h2H2,1H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/33_ftca.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/33_ftca.pdb	ok	InChI=1S/C6H5F7O2/c7-4(8,2-1-3(14)15)5(9,10)6(11,12)13/h1-2H2,(H,14,15)	InChI=1S/C6H5F7O2/c7-4(8,2-1-3(14)15)5(9,10)6(11,12)13/h1-2H2,(H,14,15)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/3_heptyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/3_heptyl.pdb	mismatch	InChI=1S/C7F15/c8-1(3(11,12)6(17,18)19)2(9,10)4(13,14)5(15,16)7(20,21)22	InChI=1S/C7HF15/c8-1(3(11,12)6(17,18)19)2(9,10)4(13,14)5(15,16)7(20,21)22/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/3_hexyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/3_hexyl.pdb	mismatch	InChI=1S/C6F13/c7-1(3(10,11)5(14,15)16)2(8,9)4(12,13)6(17,18)19	InChI=1S/C6HF13/c7-1(3(10,11)5(14,15)16)2(8,9)4(12,13)6(17,18)19/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/3_octyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/3_octyl.pdb	mismatch	InChI=1S/C8F17/c9-1(3(12,13)7(20,21)22)2(10,11)4(14,15)5(16,17)6(18,19)8(23,24)25	InChI=1S/C8HF17/c9-1(3(12,13)7(20,21)22)2(10,11)4(14,15)5(16,17)6(18,19)8(23,24)25/h1H/t1-/m0/s1
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/3_pentyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/3_pentyl.pdb	mismatch	InChI=1S/C6F13/c7-1(3(10,11)5(14,15)16)2(8,9)4(12,13)6(17,18)19	InChI=1S/C6HF13/c7-1(3(10,11)5(14,15)16)2(8,9)4(12,13)6(17,18)19/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/41_pentene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/41_pentene.pdb	ok	InChI=1S/C5H2F8/c1-2(6)3(7,8)4(9,10)5(11,12)13/h1H2	InChI=1S/C5H2F8/c1-2(6)3(7,8)4(9,10)5(11,12)13/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/42_fts.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/42_fts.pdb	mismatch	InChI=1S/C6H5F9O3S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h16H,1-2H2	InChI=1S/C6H7F9O3S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h16-18H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/42_ftsa.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/42_ftsa.pdb	ok	InChI=1S/C6H6F9NO2S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h1-2H2,(H2,16,17,18)	InChI=1S/C6H6F9NO2S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h1-2H2,(H2,16,17,18)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/42_hexene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/42_hexene.pdb	ok	InChI=1S/C6H3F9/c1-2-3(7,8)4(9,10)5(11,12)6(13,14)15/h2H,1H2	InChI=1S/C6H3F9/c1-2-3(7,8)4(9,10)5(11,12)6(13,14)15/h2H,1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/42ftoh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/42ftoh.pdb	ok	InChI=1S/C6H5F9O/c7-3(8,1-2-16)4(9,10)5(11,12)6(13,14)15/h16H,1-2H2	InChI=1S/C6H5F9O/c7-3(8,1-2-16)4(9,10)5(11,12)6(13,14)15/h16H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/42rh.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/42rh.pdb	ok	InChI=1S/C6H5F9/c1-2-3(7,8)4(9,10)5(11,12)6(13,14)15/h2H2,1H3	InChI=1S/C6H5F9/c1-2-3(7,8)4(9,10)5(11,12)6(13,14)15/h2H2,1H3
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/43_ftca.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/43_ftca.pdb	ok	InChI=1S/C7H5F9O2/c8-4(9,2-1-3(17)18)5(10,11)6(12,13)7(14,15)16/h1-2H2,(H,17,18)	InChI=1S/C7H5F9O2/c8-4(9,2-1-3(17)18)5(10,11)6(12,13)7(14,15)16/h1-2H2,(H,17,18)
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/4_heptyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/4_heptyl.pdb	mismatch	InChI=1S/C7F15/c8-1(2(9,10)4(13,14)6(17,18)19)3(11,12)5(15,16)7(20,21)22	InChI=1S/C7HF15/c8-1(2(9,10)4(13,14)6(17,18)19)3(11,12)5(15,16)7(20,21)22/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/4_octyl.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/4_octyl.pdb	mismatch	InChI=1S/C8F17/c9-1(3(12,13)5(16,17)7(20,21)22)2(10,11)4(14,15)6(18,19)8(23,24)25	InChI=1S/C8HF17/c9-1(3(12,13)5(16,17)7(20,21)22)2(10,11)4(14,15)6(18,19)8(23,24)25/h1H
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/51_hexene.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/51_hexene.pdb	ok	InChI=1S/C6H2F10/c1-2(7)3(8,9)4(10,11)5(12,13)6(14,15)16/h1H2	InChI=1S/C6H2F10/c1-2(7)3(8,9)4(10,11)5(12,13)6(14,15)16/h1H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/52_fts.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/52_fts.pdb	mismatch	InChI=1S/C7H5F11O3S/c8-3(9,1-2-22(19,20)21)4(10,11)5(12,13)6(14,15)7(16,17)18/h19H,1-2H2	InChI=1S/C7H7F11O3S/c8-3(9,1-2-22(19,20)21)4(10,11)5(12,13)6(14,15)7(16,17)18/h19-21H,1-2H2
/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_in/52_ftsa.log	/home/tau/projects/t99_calc/v1/qchem_data/log_to_pdb_out/52_ftsa.pdb	ok	InChI=1S/C7H6F11NO2S/c8-3(9,1-2-22(19,20)21)4(10,11)5(12,13)6(14,15)7(16,17)18/h1-2H2,(H2,19,20,21)	InChI=1S/C7H6F11NO2S/c8-3(9,1-2-22(19,20)21)4(10,11)5(12,13)6(14,15)7(16,17)18/h1-2H2,(H2,19,20,21)
